PC1,PC2,clusters
1.6155397664282816,-1.1188916399426156,2
1.2898961146257288,2.0283066140438115,2
1.0357119670325308,0.06952546553904419,2
-0.9654613645778495,-1.7380368005290132,2
0.6682647357409038,0.2789050529006524,2
0.7541739478860475,2.1939266745719843,0
0.4351565273194195,-1.9367190817261046,2
1.4580186326054636,-0.5452651339992929,2
-0.8071055618237708,-1.037678225787423,2
1.9651020726893633,-1.2795408612717982,2
0.5638782455403231,-0.12330298028261213,2
-3.8918316683657013,-1.1499273744792633,2
1.0994742990198398,-0.9677727113164695,2
-2.049521958064988,-0.8856778290713121,2
2.066941134958629,-0.7824749886509292,2
-1.9074022712682692,-1.279974570854501,2
-0.3039465499467253,0.820609200822559,2
0.6998438806959774,0.5447119911464018,2
0.9401131734932169,-0.04208720483129814,2
-0.9818179113108114,-1.468115757541561,2
0.24466576988555475,-0.2257164622020058,2
0.2237351388396134,-0.5683911324464636,2
-1.1659241849671726,-1.1751414057334737,2
-0.12940889105984424,-0.23544695284930037,2
0.4939021843410978,-1.0539202139110966,2
1.958891326354049,-0.20555230633952626,2
-0.9237219847373566,1.9546591233215322,2
2.0247742708456373,0.5133902151856427,2
0.567918208779041,-0.7309906850097678,2
1.4687048074119549,1.129551381279391,2
0.9873965278798654,-0.879009344925036,2
-1.4846919093071167,-0.700318853331714,2
-3.36973158831287,-1.0146008287916763,2
1.1932069344839114,1.6926096321249031,2
2.2865273371163783,0.8299611542573674,2
1.2568115553277366,0.16419451661974402,2
0.820199429775658,-1.2250808178825843,2
0.9295693195927324,-0.08298846556978987,0
1.2632253287584803,-1.016264394855678,2
-1.5924917201230184,2.746881782040737,2
1.6917167032838751,0.2479315966969326,2
2.0302843627038647,0.10933471723187455,2
2.0430683315502645,-0.2775535387970576,2
0.7514189163333163,-0.42574178451159755,0
0.26321592315470665,0.5932904745555484,2
0.46990062656928033,-0.6784993011234879,2
-0.9249651622770977,0.36892225783758753,2
-1.7161451289572638,2.8717728366301887,2
1.7010507892800626,0.8746720037280986,2
0.0057399214418182316,0.44319375930578214,0
0.04025370530146747,-0.909190449077801,0
-0.27191867388982977,-0.47944710767227566,2
0.06283637191989037,2.729390530110693,2
-4.674913990865256,-1.8054614196914618,2
0.450440968340108,3.504184954803386,2
1.15058527556455,0.480853039459647,0
-0.8401120045994186,3.3421678569145,2
1.2922522230771687,-0.33768039501371927,2
2.325011138700542,-0.267796308455877,0
-3.5423684182097874,-1.989441321140468,2
-1.641136743234419,-2.103067265860066,0
-2.1815799131421527,-0.8566206988281371,2
-3.4049281046084046,-0.8862977606926435,2
-0.8984457178141955,2.2276437265765368,0
-1.062474017181715,-1.1565877413763903,2
-0.4821249024097417,-1.2135679240151989,2
2.678686254696199,1.0054540498146678,2
-1.4633821335962394,3.2470378469003895,2
-0.6541025385681705,-0.5180055291792516,2
1.4358353458860968,-0.9959227499880586,2
1.3307716715660272,0.20009961381923383,2
1.376269184227449,0.9234745813678863,2
-3.707569470466659,-2.940672535644359,2
-2.0273066068309307,-0.7174370085155723,2
-0.09896894474509438,1.2202250098277854,2
1.9250528799770068,1.8833138340813123,2
-2.4515971007576196,0.09793357494982034,2
-2.896339301872847,2.4233868178518585,2
-4.492868187334501,-1.3922182726547148,2
0.9906718222096745,-0.24711664986434856,2
1.9646224914826695,0.3558526976049871,2
1.692381125452933,-0.032840010870129534,2
-0.26246196732577426,-0.7231851749133839,2
-1.9540838828382827,-1.3468444549130516,2
-0.19572116761985034,3.4921695618356026,2
0.35124349354773415,-0.02858269110667488,2
0.796251489931533,-1.1336414248820883,2
0.5623286913223909,-0.9629038392566244,2
2.7543417128005028,-0.29913227709885515,2
-0.5044372943804788,3.7361158261059884,1
-0.2000795380299815,3.809506481265784,2
-0.22368319366593867,-0.3739185743895179,2
-1.0298204183708715,-2.300788158077839,2
-0.21734602338647596,4.271882083175858,2
-1.3254644961311552,-0.48115168866188174,2
-2.082596215532945,-1.2334426895234996,2
-2.8379959392150615,-0.10951647977451161,2
0.9154634827766045,-0.9186918437637963,2
1.0420902603639766,0.5895632049378194,2
-0.10895112272764297,-0.910316429123841,2
-0.6371567434665194,-0.628308316332459,2
0.4110586726267594,-0.8339384504618068,2
0.193528994165076,-0.110870682801024,2
-2.856872552218647,-1.6102438568699253,2
1.588237272157716,-1.1470922049951688,0
-1.3097105030450793,2.0251727925987884,2
2.454961761855235,-0.05828546246043693,2
1.669670884378459,0.9097016045868415,2
-0.5942088123208017,0.7751026650260299,0
-0.3071857173084379,0.9926481164958434,2
1.6607896329556313,1.1187512354346274,2
0.35216859000553674,-1.1668094682359313,2
2.101150981708169,-0.2507590787766799,2
1.2660229093308781,0.07471171369926793,2
3.1101588017676973,0.46577687634095377,2
-1.9124223432984715,-1.5641837584538698,2
1.7456315384728474,-1.1465833367626377,1
1.3980947309768064,-0.30491022581135385,2
-1.712386689007331,1.4633990771558374,2
0.8722055061703125,-4.509028731954812,2
0.24108987357383715,0.9557358793163576,2
0.5937288287090746,0.1742280602358475,2
2.4035666001136424,0.6036710545564065,2
0.9116100970290739,-0.40407271585844623,2
-1.8057357219678367,1.8762041073230118,2
-1.2364125853934766,2.125399340992727,2
0.6418720396908594,-0.20404942555510647,2
1.3864639511307115,-0.2507384599984631,2
1.7796937760426832,-0.2794348540765747,1
1.1335849423927677,0.09531046638039174,2
-3.697470527777376,-1.9776613308308157,2
3.001166270255314,0.2581847013131288,1
-1.280833002630862,-0.9244722731999756,2
1.3695558909112675,-0.49601731685638295,2
1.548276066306601,-0.36265108952587044,2
-1.0618812740311054,-1.6970173899525276,2
-1.9385240387888998,0.3563870678913207,2
0.971750011968371,1.9013577135820863,2
1.2384012080044071,-0.7288382968210899,2
1.8297603156541653,0.2855478092029311,2
2.355823800353346,0.09235914940338626,2
0.3290277116491665,0.032499285189803294,2
0.8202036846142681,0.7085738204030966,2
-4.902087150281725,-0.5355189997718216,2
0.8477468390157288,0.8182517493983329,2
-1.582996113145742,2.8768092247658528,1
-0.9499577359059869,2.9506526271114155,0
1.9112061600727661,-0.36496057894500505,2
-1.3140322606441204,-0.5722923228793877,2
-0.35525631264735613,2.4825556772635866,2
-3.363018463585004,-0.6211729898448545,2
1.2944982040226964,-1.459674033277501,2
0.7086549996266872,-0.4743128570423898,1
-1.6376836432168378,0.5486665266118349,2
-1.1318872289004684,-1.5727334866906284,2
-0.8737674463302149,2.2848137121877037,2
-0.6925122265732374,-0.8238391296854692,2
2.7664333998324047,-0.23844555195241832,2
1.3922054550303915,-0.946100307416619,0
-0.5320263835576774,-2.3040262034486707,2
-2.1596244477696644,-1.725256060850826,2
-0.27867597052756576,-0.5947226170696404,0
-1.392933131418376,0.04445311373631748,2
0.11422418884777052,-0.6984294476196407,2
0.5313610568297401,-0.756006401301966,2
-2.0650645915318617,0.020329723661811145,2
-1.6551735169865252,-1.0155572863175306,2
-1.0998882523122666,-1.5681793318596855,2
-2.758188706624017,-2.285943960965071,2
2.4312867774098947,-0.41650534773376574,2
2.0488692336093326,0.2790553054991251,2
-2.0990701918561494,3.35871708403109,2
-0.12520202224619958,0.7457678166670063,2
-0.37298518732097574,3.39467708031213,2
1.7930278488078624,1.3372158518513728,2
0.609600723668884,-1.032034606837142,2
2.5013286608146195,0.4118046154282484,2
1.505115682725682,0.5888643110185505,2
-1.2421432264419323,-0.8141243317313261,2
0.8393312980279672,0.0031347060596496256,2
-0.19665043817780736,-0.8852156950193728,2
-0.050242111681243394,-0.4763431315147692,2
-1.6144698026991862,-1.0122951142656547,2
-1.7353745672592924,-0.9960787267142038,2
-4.591047077308719,-1.4643317646871137,2
-1.3893664260457144,-1.5044965258846994,2
1.0045842284130773,-1.4703569946430919,2
-0.5846800561279486,-1.9671486689257207,2
0.17589112431452325,-0.061111732129826686,1
0.6618818045761037,1.3248815679150963,2
-2.7328896035475543,-0.028542628594889277,2
-0.7037973311946698,0.23100898992524682,2
0.04444178758825049,-0.8148843281136576,2
-0.581985377498513,-0.8507392030511217,2
0.5366399085425448,0.5411810503209703,2
-0.8147983976897284,0.7333359950377312,2
0.5932183973506927,0.9268726050776669,2
-1.393324679363172,0.4369331506340316,2
-2.0015234054248485,-1.5817129236796796,2
-0.3841110026109201,-1.6961092966161528,1
1.0493733925075333,0.12477899359861888,1
-0.1875604386559099,0.6354445823454463,2
-0.08503663472889775,0.5427084649324576,0
0.7589794295305085,-0.1910715306023898,2
-0.2404994630274905,-0.06530876250642481,2
0.19455439444705702,-0.41841924448565576,2
1.001998306103678,0.020300301901878804,0
-0.07818010403841909,0.5284758690588542,2
-1.017064532957425,1.0843879106164003,2
-2.0223101299372432,-0.3264919639582182,2
0.612033159756511,2.267569800031685,0
-0.05064267762790008,-0.6313365508430383,2
-1.535475990192888,2.755232756933962,2
0.9097929773509472,-0.8717529700290573,2
-1.8980955242669262,2.9692404987086842,2
-3.1846462353520697,-1.2484570682504172,1
0.22072270218766946,-0.1930578238857116,2
-0.9842132063143594,3.243940328216778,2
-1.3068618914107297,-1.2008853943955995,2
2.520594004507247,0.6302245844162349,2
-1.6353971902823634,-1.3202423212684202,2
-3.0242478633574454,-0.9321333149669853,2
2.328418730196187,-0.09284018063233032,2
2.6633040558406926,0.42976658218654085,2
-4.784134313383846,-1.5732863950538425,2
1.9980975033351378,0.29369123226376537,2
1.067881900501216,0.2885818931536598,2
0.7281630815054407,-0.9911288417287794,2
0.9884905823317824,-0.7426468125738529,2
2.4582301706320755,0.5865345704252233,2
2.7563553098786984,-1.0922719332221122,1
2.403140732351158,0.34911290615263235,2
-1.8532378896177932,-0.7493724106585855,2
1.3561175289967968,0.7893567829768443,2
0.9729928299802085,-0.7435810910024712,2
-0.9247907044054163,-1.2066278591750725,2
0.7708961494734807,-1.5686961499354213,2
0.5940661490220681,1.0844814921884716,2
1.7870012609374533,0.7774164740880372,2
-0.43173353098973954,2.431725540071156,2
0.0177778705054563,-0.1878420365972206,0
-1.1611638414454815,-0.5399719752327232,2
-0.8077284444675571,3.3561450464214033,2
-0.9036150153698457,-1.3219859385123978,2
-0.4147888299574097,2.422388476729352,2
