tsne1,tsne2,clusters
-35.84539,-71.2817,2
-59.608574,-91.075554,2
-38.718258,43.314293,2
-48.797596,-81.58975,2
-44.447807,-95.71427,2
-38.54926,-67.18717,2
-31.277195,31.305418,2
-38.94364,-66.10897,2
-37.286285,-74.6207,2
-36.999466,-74.40988,2
-74.186554,-53.50137,2
-39.77165,-67.67449,2
-74.13391,37.0085,2
-46.797756,-61.76656,2
-46.54915,7.5287952,2
-56.599712,44.239506,2
-57.17361,42.792397,2
-45.55149,49.716587,2
-40.74117,48.825645,2
-28.029812,41.94396,1
-24.230818,42.58847,1
17.963095,59.99292,1
-27.885323,40.321323,1
-54.672436,49.501328,2
-31.255526,32.306778,2
-69.83297,-0.9433432,2
-42.425495,37.63107,2
-41.213024,42.347973,2
-68.74749,-5.1606655,2
-79.98907,-24.47344,2
-75.80939,-2.9326847,2
-99.83461,-1.9722773,2
-45.11738,-94.70547,2
-43.40786,45.736492,2
18.666328,-48.095245,1
-43.766895,45.54755,2
-46.868862,7.2444983,2
-29.775904,19.93761,2
-76.81577,32.470985,2
-34.453514,22.90815,2
-70.230095,3.2083015,2
-78.9209,32.87408,2
-82.95285,-7.0152173,2
-95.878075,-5.743121,2
-82.63452,-21.182934,2
-77.57775,-2.9225423,2
-23.258966,32.249886,2
-70.02972,0.5812669,2
-67.33834,-19.071758,2
-45.848988,48.852886,2
-34.4102,27.130669,2
-30.57282,30.252403,2
-29.778955,22.579704,2
-37.432903,37.753376,2
-52.98276,48.15527,2
-73.820076,-6.7573056,2
-33.309025,21.328547,2
-53.53457,17.94715,2
-50.663647,18.480343,2
-43.222527,12.600331,2
-68.77377,-3.4483178,2
-76.16886,2.75321,2
-75.29129,3.2927747,2
-34.382515,26.3514,2
-47.029118,48.58033,2
-37.499084,27.819563,2
-95.848114,-5.79029,2
-34.720036,27.170858,2
-61.701565,39.825512,2
-33.00388,27.007954,2
-58.44584,36.988083,2
-39.407555,45.260227,2
-30.7286,30.097507,2
-20.949368,26.807903,2
-25.495998,26.34943,2
-31.308332,53.01601,2
-76.13125,27.936848,2
-60.800762,70.17804,0
-50.477844,56.377243,0
-60.944416,70.117226,0
-51.08581,75.87345,0
-59.909725,56.682396,2
-97.67567,1.4059532,2
-50.44094,84.8528,0
-31.136847,30.98108,2
-40.623745,-69.15765,2
-39.91754,43.857735,2
-42.682667,39.069355,2
-60.464417,-91.76525,2
-85.7947,33.677387,2
-46.838596,-88.35284,2
-48.56817,-81.93525,2
-56.45829,-5.5139465,2
-45.876713,-84.88074,2
-48.93864,-83.81794,2
-39.36164,-77.21125,2
-45.627068,-82.92437,2
-46.324993,-89.241425,2
-2.147604,110.3646,0
-3.0428007,111.87304,0
-33.87764,69.05335,0
-3.5242794,55.91166,0
12.149117,88.999115,0
-1.8063191,108.14815,0
-45.22161,47.1325,0
-2.0787506,110.24066,0
-2.3993835,109.62692,0
-46.707203,49.19904,2
-2.0761607,110.138535,0
2.3581135,77.643234,0
-11.613495,49.909348,2
-16.261051,49.793396,0
12.172738,88.77408,0
-18.797543,105.44198,0
12.247731,88.573456,0
-16.643679,50.724854,2
2.363816,77.664276,0
-89.33285,1.5606471,2
-96.29031,-6.0713806,2
-91.8667,-21.402264,2
-83.68589,-15.606912,2
-84.53159,-9.544278,2
-85.07298,-6.9077024,2
-95.20471,-5.960623,2
-77.69705,16.826637,2
-88.164764,2.5039823,2
-90.92942,13.754352,2
-97.55834,16.492836,2
-100.622154,0.76603264,2
-91.540634,13.102133,2
-102.67523,13.3284025,2
-64.81583,60.069126,2
-42.134804,37.21151,2
-57.482033,56.546013,0
-87.16547,-15.203331,2
-40.361645,40.291664,2
-76.09444,32.112343,2
-43.53982,45.052704,2
-52.340725,50.16753,2
-60.659424,56.828865,2
-74.72782,41.43959,2
-92.63002,13.477706,2
-26.429548,113.86774,0
-77.70209,35.411514,2
-38.909004,43.32741,2
-43.62314,42.81155,2
-29.639563,33.050823,2
-41.29107,41.046078,2
-54.779278,-7.6714363,2
25.878653,43.53557,1
-55.681385,-8.236543,2
24.440725,46.727066,1
-50.364235,-32.512474,2
12.89649,26.319355,1
-12.7755785,21.944868,1
-42.15742,2.7983,2
26.015194,43.448906,1
-42.18568,3.0320697,2
-9.670076,20.650715,2
-82.65937,-5.561426,2
26.196413,43.75435,1
-42.244164,2.8760955,2
-54.71086,-8.042713,2
-100.69771,2.2050252,2
-79.75881,31.865013,2
-46.061733,48.443516,2
-45.016666,39.143555,2
-82.69893,-9.1730585,2
-47.431732,-76.937164,2
-75.98772,-6.495159,2
-77.45274,19.441862,2
-76.801544,18.751226,2
-23.266836,36.850716,1
-58.4859,-63.496334,2
-58.94078,-77.29688,2
-61.784374,-73.55737,2
-62.21479,-75.311134,2
-61.660973,-73.413895,2
-26.81093,-95.11935,2
-61.372536,-73.61827,2
-27.948444,-93.92603,2
-61.836346,-73.089554,2
-27.376328,-89.73429,2
-56.507652,-61.62432,2
-56.37293,78.53042,0
-55.489056,78.85793,0
-56.289555,78.56908,0
-57.422813,76.79419,0
-56.431313,79.800514,0
-54.29425,79.38748,0
-56.138447,78.29635,0
-55.82476,78.96002,0
-56.10751,78.82551,0
-55.435596,77.47903,0
-56.85177,78.359406,0
-56.319508,79.08951,0
-56.92021,78.01039,0
-56.084854,78.35153,0
-54.964108,80.38176,0
-56.393948,78.45526,0
-56.51242,85.88064,0
-56.36634,78.604645,0
-57.78705,78.564926,0
-58.386276,76.33232,0
-78.90921,19.10219,2
-77.11574,8.470307,2
-80.006325,31.194695,2
6.921084,-103.30678,1
68.90468,-70.35137,1
-4.994745,-116.32534,1
65.61052,-79.97279,1
-55.782642,56.795727,0
-59.957054,54.603706,0
-56.87075,56.911205,0
-58.805706,73.73424,0
-70.92746,32.29791,2
-58.814644,54.900654,0
-13.465559,27.438276,2
-62.307888,38.937866,2
-45.827465,38.398373,2
-35.099453,-68.140205,2
-38.494995,-65.65262,2
-67.37087,27.87784,2
-66.15184,39.316776,2
-64.3981,37.35803,2
-69.52824,39.00281,2
-76.672844,31.265316,2
-57.345158,44.11383,2
-70.680756,32.357227,2
-85.33967,19.017399,2
-61.3796,44.196754,2
-62.529007,34.706276,2
-65.924286,36.663,2
-66.3678,39.654945,2
-69.27863,27.520082,2
-75.60247,37.570507,2
-67.23976,41.33987,2
-62.03686,38.10425,2
-65.3334,36.018665,2
-61.4102,39.484848,2
-62.63947,38.562607,2
-66.1919,38.901432,2
-66.51301,35.468018,2
-63.683033,35.631817,2
-37.602425,38.13267,2
-44.040752,33.48028,2
-83.37521,17.618671,2
-60.71168,39.978104,2
-48.30938,45.83801,2
-48.309372,45.838047,2
-59.537838,23.183651,2
-40.705307,35.21368,2
-62.906612,38.2572,2
-58.889378,14.466751,2
-65.22207,25.915468,2
-66.948845,38.35928,2
-66.51301,35.468018,2
-67.37174,27.877989,2
-33.868813,26.698551,2
-41.28837,42.24649,2
-65.21695,25.915379,2
-66.160774,29.23085,2
-64.51416,35.181072,2
-57.7927,16.495825,2
-62.01859,38.580124,2
-15.345029,45.0168,2
-62.01859,38.580124,2
-58.88836,14.4668255,2
-64.51416,35.181072,2
-66.160995,29.230648,2
-62.399708,34.753754,2
-15.345029,45.0168,2
-41.28837,42.24649,2
-59.744686,38.75,2
-68.112144,27.972448,2
-67.58323,30.084219,2
-58.973927,39.77019,2
-68.11131,27.97209,2
-59.744972,38.75028,2
-71.58715,30.700102,2
-40.011753,35.33474,2
-67.58323,30.084219,2
-62.396698,34.756004,2
-71.58715,30.700102,2
-58.973927,39.77019,2
-40.011753,35.33474,2
-40.987118,35.255737,2
-83.47471,18.698145,2
-83.45445,20.540854,2
-66.32393,31.44107,2
-39.599987,24.46323,2
-70.91161,31.508106,2
-71.38355,32.184387,2
-67.13693,26.184954,2
-66.31834,29.381926,2
-65.25455,25.791784,2
-86.21157,21.651524,2
-59.39908,14.624937,2
-57.351143,44.13482,2
-69.66741,27.604494,2
-68.63893,33.395927,2
-70.94824,28.509827,2
-64.74005,37.66953,2
-36.11615,27.18345,2
-52.760654,68.301056,0
-51.478493,68.32634,0
-51.552307,68.288956,0
-52.725048,67.69992,0
-51.664104,68.42127,0
-53.255035,66.15764,0
-51.28292,69.406296,0
-51.625507,68.24186,0
-52.7722,68.09698,0
-51.422928,68.38771,0
-52.691048,69.81708,0
-51.426678,70.23139,0
-52.571117,67.99159,0
-51.380184,69.83912,0
-51.421185,69.932465,0
-54.09021,69.33586,0
-51.532795,69.33197,0
-52.014694,68.42002,0
-52.088913,70.00373,0
-51.757427,70.58168,0
-51.4148,69.88818,0
-51.363262,69.78587,0
-52.096603,70.52482,0
-51.555965,69.27258,0
-51.54978,70.16512,0
-52.687447,68.01109,0
-52.907387,66.65322,0
-52.836597,67.96993,0
-52.830894,67.94362,0
-51.19887,69.51123,0
-52.48647,68.291534,0
-48.37824,79.7195,0
-47.706978,78.88749,0
-41.0235,83.272316,0
-48.129017,79.212975,0
-49.38749,78.29269,0
-47.88673,79.17943,0
-47.34172,79.99893,0
-47.457195,80.61899,0
-47.776848,81.084465,0
-49.35125,76.07124,0
-47.33752,81.25793,0
-50.02738,76.71484,0
-48.922745,74.289375,0
-48.059578,79.057076,0
-48.830185,78.11032,0
-48.943134,77.35065,0
-47.405445,80.10562,0
-49.64682,76.3935,0
-48.214863,78.6099,0
-50.800613,77.748474,0
-48.460022,78.60918,0
-49.026848,74.538216,0
-48.97825,74.390366,0
-49.78563,77.952866,0
-48.958218,73.97255,0
-48.0769,79.00242,0
-47.39195,80.33909,0
-53.11028,77.41048,0
-50.04025,77.21639,0
-50.32876,78.459755,0
-50.44685,78.388275,0
-48.096912,78.9404,0
-49.10223,75.10571,0
-48.288193,78.94405,0
-46.853855,80.73941,0
-48.410755,80.03893,0
-48.53767,79.25997,0
-49.07569,76.74934,0
-49.142723,76.09666,0
-49.70248,78.72534,0
-72.25206,78.70172,0
-74.537315,78.666916,0
-72.20164,78.537476,0
-72.25359,78.674324,0
-72.48789,79.777245,0
-73.01948,78.6488,0
-71.93548,79.21747,0
-72.333,77.66966,0
-72.5373,78.50124,0
-72.51196,79.38489,0
-73.29396,77.362785,0
-72.29737,77.90642,0
-73.83192,78.88507,0
-73.05414,78.6154,0
-72.56356,77.75243,0
-72.20585,78.94854,0
-73.76935,77.80819,0
-72.52547,78.16044,0
-72.1319,78.68785,0
-72.17717,78.16241,0
-70.7401,75.50122,0
-72.23349,77.77533,0
-72.29887,78.56766,0
-72.578384,77.4282,0
-73.92477,77.822365,0
-73.454636,77.75523,0
-72.946724,78.67033,0
-73.07667,79.2478,0
-72.27999,79.14691,0
-51.803185,100.815834,0
-72.58176,79.10229,0
-72.85038,79.64449,0
-72.3637,78.72396,0
-72.35627,78.48992,0
-70.39869,75.594505,0
-73.50187,77.79733,0
-73.68912,77.68386,0
-52.783287,65.91543,0
-49.863785,77.06169,0
-48.90871,74.427,0
-36.670418,77.55496,0
-44.649914,86.2978,0
-49.10151,73.81286,0
-51.899532,70.42059,0
-52.52613,70.15016,0
-51.80247,70.38599,0
-52.78972,68.07697,0
-51.82207,68.5049,0
-52.90641,66.85396,0
-51.25692,69.85052,0
-48.5258,78.88983,0
-49.145176,75.973816,0
-46.944862,80.910126,0
-50.15871,77.72505,0
-48.940586,78.13905,0
-47.448708,78.95566,0
-49.267025,73.696014,0
-49.749874,76.305916,0
-50.538174,78.30544,0
-59.213844,66.78238,0
-49.142532,73.84498,0
-49.24054,78.03061,0
-49.13779,75.62463,0
-47.601856,79.00194,0
-48.785316,77.57049,0
-50.224453,79.496124,0
-49.182583,78.08069,0
-49.965614,77.12794,0
-47.8589,78.922424,0
-49.957504,76.16991,0
-47.90174,80.56055,0
-47.572132,78.96982,0
-47.538616,80.48725,0
-47.248325,81.212555,0
-48.54141,78.67006,0
-50.01979,77.299225,0
-47.54223,80.375084,0
-38.178005,90.59855,0
-48.24399,77.83661,0
-44.01811,84.80324,0
-49.058388,77.91494,0
-48.793938,77.786194,0
-48.754368,78.82049,0
-48.83289,77.68462,0
-50.63695,78.29472,0
-49.045456,76.066284,0
-49.499695,76.22622,0
-49.650833,76.86896,0
-48.96211,75.321526,0
-48.925045,78.157715,0
-49.685078,77.41131,0
-49.27236,74.6726,0
-47.212795,80.92792,0
-49.5857,76.24866,0
-73.246605,78.65486,0
-72.13687,79.56329,0
-73.456825,78.21427,0
-73.390526,78.02356,0
-72.681404,78.58332,0
-70.44243,75.95723,0
-72.247246,78.63167,0
-73.370895,77.71968,0
-70.8238,77.55334,0
-72.63286,79.24384,0
-71.73965,79.09753,0
-71.66416,78.582825,0
-71.818886,78.91894,0
-72.09542,76.67103,0
-72.18351,79.31329,0
-70.491844,76.001785,0
-71.98814,79.435356,0
-73.48733,76.994865,0
-73.57461,78.06754,0
-73.46029,78.14887,0
-69.530815,76.17555,0
-71.328995,77.32114,0
-73.02784,77.9364,0
-71.134575,77.404785,0
-74.64103,78.7281,0
-73.0317,78.184525,0
-73.051315,78.732056,0
-69.8762,76.136314,0
-73.55155,79.269585,0
-73.15633,79.51678,0
-72.1024,78.711525,0
-73.22798,78.21689,0
-72.30052,77.974945,0
-69.36474,75.56172,0
-72.43319,78.55742,0
-73.675385,77.56446,0
-72.94337,78.01994,0
-72.76267,78.58276,0
-72.35897,78.866356,0
-72.3414,77.93285,0
-73.20309,77.922356,0
-72.699554,77.450066,0
-56.649387,99.05643,0
-71.92737,78.10321,0
-70.54796,77.174355,0
-72.92075,77.45134,0
-71.929924,78.92611,0
-72.14683,78.75191,0
-73.79123,78.0084,0
-71.72533,79.129196,0
-72.395996,77.98033,0
-72.69777,79.31314,0
-71.9573,79.18002,0
-73.335785,79.20416,0
-71.7946,78.932045,0
-69.37335,2.4181936,2
-15.907042,49.913857,0
-63.268932,45.18315,2
-71.195274,4.5112815,2
-59.6815,23.401613,2
-59.1532,18.614754,2
-42.678402,33.432186,2
-79.16107,18.446447,2
-74.65157,3.7670672,2
-39.553726,-89.36903,2
-95.202484,-5.771398,2
-99.679276,2.4133763,2
-39.00647,-87.62053,2
21.237494,54.67615,1
-49.845234,55.00684,0
-88.547,35.760433,2
-71.32459,-4.0289464,2
-74.894806,29.206812,2
-47.224514,-1.2141194,2
-57.830166,24.275639,2
-94.35699,2.0259488,2
-87.63968,-16.449127,2
-90.02036,3.459526,2
-102.49746,12.086257,2
-84.36989,-9.445854,2
-29.861835,57.333313,2
-95.58005,-7.79167,2
-95.53131,-21.403738,2
-74.583664,17.490486,2
-41.241978,42.726654,2
-55.13621,-87.86322,2
-75.982315,37.52448,2
-76.88495,30.119234,2
-99.952705,-2.3290772,2
-102.04006,-12.228134,2
-58.20099,20.880793,2
-46.04885,-81.189255,2
-49.20208,-84.30972,2
-32.323883,-73.88985,2
-56.15516,16.883453,2
-72.22427,-3.2304986,2
-48.625732,-92.3669,2
-7.576806,54.527283,0
-35.119064,-72.07737,2
-93.72247,18.572582,2
-71.32037,-1.6036901,2
-45.823,38.021687,2
-63.031834,43.65107,2
-70.75596,32.31836,2
-77.13492,41.856667,2
-62.95232,43.640896,2
-51.02284,-65.18763,2
-59.470055,44.094162,2
-58.641014,42.95133,2
-61.639046,-90.53709,2
-53.008484,-54.715763,2
-83.08048,26.710802,2
-77.83498,35.18794,2
-95.68518,19.43248,2
-82.79753,-56.35044,2
-74.267075,29.166624,2
-76.981346,37.41985,2
-78.765915,-50.22312,2
-69.935,-83.42983,2
-82.695564,-56.613087,2
-67.30741,41.346752,2
-72.600006,-80.42692,2
-37.016315,-65.12735,2
-38.05695,-66.9741,2
-76.167366,30.163761,2
-28.010534,23.282364,2
31.632309,40.985077,1
-51.01149,-64.96174,2
-77.0232,-57.94056,2
-50.655632,-64.97181,2
-70.380615,-76.08936,2
-62.65069,38.553288,2
-39.022438,-65.99637,2
-37.22384,-74.27993,2
-65.08408,-86.808105,2
19.349022,58.034023,1
17.947746,60.943798,1
-42.533466,-84.61887,2
-38.9148,-92.68018,2
-85.292465,18.851341,2
-99.29866,27.792183,2
-52.131214,37.616116,2
-20.017523,47.85237,0
-91.90421,32.701473,2
-92.59287,34.712025,2
-98.40758,28.355597,2
-106.86387,25.207945,2
-106.08972,25.307531,2
-14.472906,56.871864,1
-0.5257412,36.251465,1
-51.116455,-84.2713,2
-37.783096,-69.981346,2
17.269636,34.7487,1
17.261677,34.750214,1
-7.982377,23.138132,1
-33.67068,-85.57097,1
-65.74449,-92.141014,2
26.191147,43.227364,1
-43.295853,42.5287,2
-42.923603,47.404736,2
-32.72761,27.341518,2
-39.397583,-77.190056,2
-39.01117,-76.551674,2
-60.58904,35.084892,2
-59.160374,-92.161606,2
-69.59764,41.59293,2
-66.86018,46.61989,2
-54.51856,46.839348,2
-77.46595,41.73255,2
-36.48826,-66.90156,2
-71.46796,41.00948,2
-36.705322,42.04416,2
-67.421036,-86.270805,2
-74.377335,-80.656586,2
-67.02691,46.40322,2
-103.94668,0.5037219,2
12.866669,26.174732,1
-50.125694,-32.60594,2
-103.86262,19.138796,2
-58.18055,-86.57373,2
-88.9655,29.587303,2
-80.66951,35.615,2
-57.084713,42.312725,2
-12.109581,44.300175,2
-43.25511,-90.46025,2
-76.58817,43.360123,2
33.502388,56.76152,1
-26.415333,25.338394,2
-35.342056,32.853577,2
-41.55043,27.824083,2
-37.446102,-75.48578,2
34.825485,-21.7582,1
