tsne1,tsne2,clusters
-51.095352,-57.51504,2
-48.440395,-72.918175,2
-80.80085,-73.46513,2
-60.698555,-75.05358,2
-71.52525,-79.51807,2
-50.774513,-73.88145,2
-12.14874,39.21366,2
-16.121983,14.741883,2
-56.215126,-87.325264,2
-78.24359,-71.087204,2
-55.342873,-87.70052,2
-80.67017,-76.06025,2
-67.69458,-87.95044,2
-78.7955,-58.536533,2
-67.6347,-85.28612,2
-67.586136,-85.72526,2
-83.57408,-74.222626,2
-86.120804,-74.09058,2
-81.07655,-73.80405,2
-51.852306,-73.399826,2
-81.25548,-74.78797,2
-67.5272,-88.40758,2
-60.89746,-81.43612,2
-71.96601,-81.04046,2
-79.300865,-70.403076,2
-66.78394,-86.02185,2
-107.13495,24.899672,2
-82.792404,-83.07608,2
-55.39009,-86.85944,2
-66.97226,-92.18968,2
-81.51497,-79.327774,2
-80.26934,-65.66585,2
-81.29277,-79.62539,2
-71.6347,-86.57794,2
-84.68483,-56.842922,2
-74.97258,-76.49486,2
-62.64919,-87.797386,2
-42.123234,-66.660706,2
-82.938095,-70.97454,2
-73.94389,-81.592125,2
-51.512413,-73.41444,2
-51.533867,-73.35794,2
-77.90696,-69.34148,2
-78.36905,-74.11412,2
-81.93119,-52.91497,2
-82.904205,-57.82664,2
-83.111305,-74.89269,2
-86.15596,-72.80398,2
-81.49888,-73.43804,2
-84.444275,-69.620094,2
-57.176662,-82.369705,2
-70.84426,-70.07044,2
-21.025417,-12.345166,2
-41.82554,-63.915535,2
-52.261787,-57.215664,2
-83.24096,-72.693665,2
-71.27102,-69.36774,2
-67.42884,-85.95248,2
-82.4908,-74.951515,2
-67.99831,-90.36621,2
-79.60954,9.87095,2
-97.437,3.5172052,2
-51.917427,-73.32864,2
-85.65229,-55.309288,2
-30.659298,52.826485,2
-48.35098,-72.75754,2
-48.443813,-73.04323,2
-50.48669,-74.16298,2
-82.25293,-69.46425,2
-60.879192,-75.17339,2
-32.92354,16.275051,2
-67.23371,-85.61677,2
-67.096596,-84.410576,2
-59.557697,-85.47965,2
-81.51497,-79.327774,2
-59.740845,-88.00953,2
-29.592886,57.18659,2
-20.730953,6.3057747,1
-88.12067,21.170206,2
-76.823685,-72.47584,2
-67.24833,-85.66295,2
-84.24689,31.495707,2
-81.589355,-76.72492,2
-51.57998,-73.37319,2
-32.18293,56.443867,2
-50.40121,-74.26641,2
-48.514805,-74.40229,2
-48.342293,-72.72431,2
-51.59181,-73.15547,2
-30.351257,52.709026,2
-51.315662,-73.36886,2
-80.60959,-78.3385,2
-76.26174,-72.97775,2
-74.05849,-73.15211,2
-75.96061,-70.976776,2
-58.509754,-82.030846,2
-80.62221,-68.79771,2
-81.123215,-73.54142,2
-71.52639,-70.05754,2
-50.600456,-73.32781,2
29.242247,59.42138,1
29.639057,37.25477,1
19.025934,53.620804,1
-65.75094,-21.407635,2
-0.3201434,38.827377,1
-40.829906,29.74108,2
19.025934,53.620804,1
20.384518,51.712173,1
-21.243303,41.045143,1
-17.194159,41.154984,1
-2.0370443,48.817295,1
-23.613283,13.896137,2
-17.983452,30.32238,2
-17.538746,30.653978,1
-26.52004,11.796134,2
30.662905,43.38117,1
29.71114,52.3385,1
-26.656593,40.78372,2
67.94035,54.045925,1
36.436703,48.51683,1
-9.618663,31.791643,1
26.262531,57.861866,1
31.846493,45.41252,1
27.24242,50.70835,1
29.77481,47.63418,1
-11.036874,43.30035,1
26.204361,58.053295,1
11.774053,30.614601,1
31.046276,49.60113,1
-50.668446,29.051483,2
-23.863464,-61.4329,2
-65.021126,-12.547705,2
-61.631344,-7.517508,2
-85.60689,-22.814224,2
-85.94443,-11.091332,2
-81.98887,-17.553165,2
-79.087395,-15.602302,2
-54.13055,-37.154366,2
-24.00993,53.63596,2
-73.805756,-35.826912,2
-70.10764,-39.828583,2
-29.929459,52.624065,2
-83.39958,-34.972984,2
-28.350784,58.657578,2
-87.32753,-20.777695,2
-71.75727,-33.329124,2
-95.42241,-24.933657,2
-64.92274,-44.041443,2
-60.592144,-47.017815,2
-60.59975,-47.72992,2
-44.78088,-6.847794,2
-69.92176,-39.386047,2
-24.66317,-61.885284,2
-24.704784,-61.804405,2
-93.10266,-29.337612,2
-21.729979,-66.61536,2
-79.19941,-27.07914,2
-14.669853,-66.172874,2
-60.859413,-47.633797,2
-69.55816,-39.036076,2
-60.0154,-31.061531,2
-69.37217,-40.888588,2
-82.28372,-17.701813,2
-80.26647,-31.291862,2
-80.525154,-32.075134,2
-61.05023,-47.324337,2
-25.070692,-59.68296,2
-92.22419,-12.544405,2
-65.69579,-47.321793,2
-32.18471,52.81986,2
-32.2672,53.277523,2
-37.026535,30.456038,2
33.71319,81.197586,1
-80.571304,1.2871594,2
23.86668,31.121286,1
-12.801405,21.2325,1
-36.95208,-72.21311,2
11.443503,86.5142,0
-36.946518,-72.04725,2
-45.325043,-89.10768,2
-36.725624,-93.624466,2
35.630753,53.47416,1
12.57247,36.808136,1
-44.579826,-90.967545,2
33.056828,61.455032,1
-19.140076,-64.59776,2
3.7620723,-20.172743,1
-68.64589,-86.74911,2
-91.94574,6.087414,2
-29.154728,11.5193,2
-93.53454,9.578725,2
-79.67659,23.786438,2
-94.396706,16.858356,2
-41.31092,13.3287325,2
-24.73146,53.96824,2
-24.34368,14.5965605,2
-42.046177,8.61482,2
-53.613293,-36.26981,2
-55.047863,-4.32558,2
-65.867,26.4575,2
-56.762817,-9.12507,2
21.15987,93.30511,0
-88.98513,-25.452639,2
-21.33177,53.36011,2
-14.231677,54.699234,2
-25.698809,54.715237,2
-26.871197,50.462185,2
-75.85653,15.0425,2
-86.40476,-10.608076,2
-40.863007,16.368513,2
-78.17173,-21.52432,2
-49.214493,1.0367492,2
-75.686325,-32.12134,2
-87.74154,-22.675732,2
-40.726894,-47.207726,2
41.731598,10.295755,1
-25.197742,26.448076,2
-88.83573,-12.324324,2
-72.383194,10.926621,2
-87.70701,-6.3211164,2
0.007598393,39.979095,1
-83.76612,-35.136963,2
-94.68707,3.4892511,2
-94.23567,-11.972677,2
-84.154816,-6.068899,2
-33.01016,21.112083,2
-42.483864,19.79674,2
-67.91528,-7.3788915,2
-8.946295,-25.767513,2
17.814058,89.404,0
-106.60179,-9.841563,2
-83.29625,-11.303506,2
-50.192318,41.798042,2
-45.471558,7.198024,2
-73.50995,14.875791,2
-92.473694,-7.668658,2
-82.150894,-8.810756,2
-81.73357,-9.852047,2
-39.76386,17.614788,2
-72.468056,-3.0682695,2
-49.90483,35.522297,2
-57.326347,-56.03655,2
-80.376945,-27.931664,2
-81.28474,32.47143,2
-40.147213,20.0629,2
-16.21647,-17.903711,2
-84.80817,-9.734433,2
-96.85777,10.5064335,2
-75.630005,-3.2905078,2
-40.758194,16.461243,2
-73.0267,-2.653016,2
-39.42582,16.797083,2
-69.30099,-6.086354,2
-58.368477,-3.554323,2
-73.14176,-2.6376948,2
-37.968098,18.214348,2
-19.185755,-17.537584,2
-59.250362,0.8587242,2
-71.908936,21.958529,2
-96.19309,-1.2680893,2
-89.40266,-9.225263,2
-26.62899,-17.018272,2
-95.88579,-1.397,2
-66.90344,66.28548,0
-60.109764,58.964127,0
-67.29565,66.43387,0
-70.33543,36.090946,2
-69.74507,39.49174,2
-61.915493,57.704624,2
-60.839397,57.53454,2
-69.104866,66.98586,0
20.027927,39.70866,1
35.05126,49.14844,1
-50.03442,35.352554,2
-44.266964,22.106955,2
-58.718998,10.99706,2
49.700375,30.627432,1
-69.84629,-68.62298,2
-53.869053,-92.9431,2
-52.581955,-94.35702,2
-64.827225,-73.40799,2
-59.94428,-79.20509,2
-53.29906,-95.694984,2
-50.91577,-91.693695,2
-54.183575,-92.93604,2
-10.156715,33.974133,1
-10.055135,34.065094,1
9.299324,24.35921,1
15.925401,26.48244,1
15.537685,39.72663,1
-2.2298841,20.904612,1
12.943289,31.651373,1
-23.280993,29.128733,2
-41.307278,29.011593,2
-56.390064,-34.524887,2
-77.05419,-2.334763,2
-24.026047,23.890797,2
-41.68582,-65.50247,2
-57.09023,2.8411522,2
-47.889706,-1.6199374,2
-30.372076,16.397076,2
6.5681653,-6.8196545,1
-45.037724,-0.5293039,2
-84.713905,-15.970712,2
-86.71088,-14.833561,2
-67.52057,-19.781687,2
-82.18171,-26.658985,2
18.634396,46.921814,1
-98.551,-9.1483135,2
-92.770615,13.47152,2
-100.241776,-1.6552166,2
-73.08977,36.936768,2
-100.16566,3.4414437,2
-35.641655,-67.89922,2
-69.54296,41.873573,2
-89.77387,31.092901,2
-72.070175,41.291,2
-63.943714,-70.690155,2
-56.905384,-63.957718,2
32.568115,80.84386,0
-66.44075,-22.193115,2
-25.586464,51.83352,2
-55.113857,-70.600266,2
-93.3924,27.75581,2
-78.62961,40.642174,2
-84.46522,22.6393,2
-81.8954,28.43867,2
-69.90411,40.77102,2
-101.21137,0.9929171,2
-61.67657,46.85403,2
-75.71206,37.58795,2
-59.810303,45.02825,2
-62.860878,45.035732,2
-75.445724,32.979805,2
-52.43346,16.279459,2
-52.802284,19.067633,2
-76.68167,3.2976854,2
-39.973278,33.466805,2
-55.540024,22.556355,2
-55.01485,22.27285,2
-59.793205,39.18453,2
-40.064537,32.096203,2
-46.456417,10.718243,2
-54.85881,18.910452,2
-39.80606,33.41489,2
-43.984264,33.450485,2
-75.41497,4.1451306,2
-65.28648,-19.50911,2
-40.713696,-3.0809484,2
-74.83169,3.46851,2
-64.05829,-19.115017,2
-41.47492,1.6310219,2
-46.357178,15.537903,2
-48.329502,-24.582518,2
-65.543,-19.56787,2
-65.822464,-3.1011114,2
-45.720623,17.623003,2
-67.86161,-25.005535,2
-55.297115,-10.942444,1
-85.46981,-35.20123,2
-24.583384,12.01769,2
-30.388227,16.389027,2
-71.435196,-26.75902,2
-17.159742,-59.53416,2
-76.298805,5.7307324,2
-83.519844,-22.39836,2
-76.38323,-21.669523,2
-77.0185,37.395206,2
-107.0113,22.797997,2
-11.224961,40.82761,2
-36.411293,17.11853,2
-60.331665,-3.3770182,2
-102.45654,-11.95856,2
-30.091381,2.1590905,2
-93.91009,18.674541,2
-76.86912,30.038809,2
15.129145,8.736563,2
-79.78535,1.5552962,2
-45.597446,26.30125,2
-30.318865,26.69341,2
-46.172646,-94.07898,2
-38.715626,-91.03891,1
-33.300167,-90.20871,1
-29.572187,-92.06884,2
-48.789886,-85.05782,2
-48.441357,-90.827995,2
-30.100012,-77.17519,1
-49.643883,-90.44948,2
-48.464237,-84.12062,2
-47.743797,-88.86197,2
-27.50358,-94.676346,2
-44.055946,-74.24774,2
-48.597622,-74.9223,2
-39.442627,-78.24115,2
-42.05711,-92.238525,1
17.896944,10.171184,2
29.788576,19.24775,1
-0.9532821,44.108566,1
-1.3238735,-93.779045,1
-13.691589,-88.33168,1
35.423817,16.739067,1
-20.45348,-85.54347,2
-40.65088,-74.61072,2
-3.685023,39.454556,2
4.415261,26.025826,1
17.874529,10.2724695,1
-2.9029589,39.562603,2
-37.375618,50.394646,2
-2.647875,39.279343,1
-70.646355,48.71135,2
-49.562946,33.509766,2
-30.15579,-77.16292,1
33.788776,56.817837,1
-60.468674,-75.39042,2
-29.899403,-77.44535,1
-6.359027,31.582415,1
-41.809597,-91.947,1
-62.86659,-7.4240284,2
-10.578934,45.756973,1
41.93541,88.32867,1
62.820633,66.50402,1
38.33613,23.702755,1
36.979748,24.18367,1
38.208355,23.882267,1
63.1484,66.24904,1
42.100845,28.11382,1
38.565567,23.567633,1
-29.673386,38.739895,1
38.39449,23.659105,1
37.139324,23.356155,1
-39.394848,-28.11293,1
38.377815,23.172892,1
37.65442,24.412508,1
38.409607,23.264006,1
12.94832,25.273855,1
-46.212776,-44.191994,1
62.950897,66.222916,1
-39.375378,-28.131815,1
69.518295,57.49529,1
38.262817,23.382355,1
-46.101364,-43.87552,1
-46.294827,-43.659225,2
-46.29905,-43.696167,1
38.380615,23.319275,1
37.8643,25.025068,1
37.256626,23.602215,1
37.364098,23.357105,1
38.18498,23.832035,1
37.48994,23.380907,1
62.74184,66.57868,1
27.217493,45.61834,1
-23.088354,39.341373,1
-41.346207,7.6529827,2
-14.780212,25.87466,1
-48.378685,-35.6375,2
31.078289,38.73649,1
34.589355,40.92359,1
31.241217,32.31141,1
-40.86814,-41.722584,1
33.620632,37.9717,1
25.360418,57.027313,1
-65.135605,-27.121069,2
44.315807,48.012745,1
-49.153065,-7.621755,2
-79.90052,-25.904083,2
26.171108,51.367027,1
-10.742563,-17.110273,1
-9.456901,35.77886,1
-72.947296,14.926524,2
-61.03859,-6.9821677,2
-71.094666,-12.061289,2
35.195625,77.86529,1
38.363113,32.489063,1
-59.686012,56.743664,2
-72.854965,36.98145,2
-58.348145,71.25243,0
-68.26102,44.210686,2
-63.490322,57.81166,2
-56.912777,42.20273,2
-60.759514,57.45395,2
-64.91816,60.222168,2
-64.6305,60.70812,2
-94.22832,33.03331,2
-64.61248,60.719276,2
-94.523224,32.648796,2
-93.58771,33.145576,2
-94.78419,32.19631,2
-86.69106,23.996069,2
-90.64109,25.42244,2
-94.82815,32.14654,2
-72.43671,68.32466,0
-95.31372,28.461283,2
-61.637104,57.9725,0
-15.788692,87.29387,0
3.3245685,90.839516,0
-28.485489,67.421486,0
-28.184664,67.04825,0
-53.391426,-54.000988,2
-81.34359,32.00455,2
-86.28832,32.419716,2
-52.927326,-54.86361,2
-36.19517,-66.99634,2
-40.445637,-64.27269,2
-40.74827,-64.467995,2
-80.56265,37.070843,2
-67.4472,-86.165565,2
-53.20832,-54.904972,2
-82.00519,32.602036,2
-66.67104,-86.27136,2
-42.635914,-66.5738,2
-18.471199,35.87453,1
-17.119072,30.883492,1
-32.433388,-10.597656,2
-52.48933,13.440404,2
-41.066944,42.435783,2
-43.34468,31.990124,2
-34.77358,41.53482,2
-20.098282,35.97738,1
-9.58573,7.599094,1
-36.025208,33.259434,2
-2.3490844,11.338565,2
-32.71751,-72.659775,1
-41.389706,29.693201,2
-3.9711626,-116.660614,1
-16.409033,-116.16416,1
-16.536402,-116.05458,1
-16.970547,-116.469986,1
2.0925875,-110.44586,1
-17.299465,-117.20463,2
-28.422314,-85.69318,2
-46.873287,-61.248028,2
-47.814327,-60.82833,2
-32.671764,16.003695,2
-16.753351,-117.774666,2
-28.421473,-90.35232,1
-4.4937468,-77.43566,1
-0.5643787,-111.34626,1
-16.878143,-114.9267,1
-17.485498,-117.01428,1
-16.199753,-115.90808,1
-4.0607667,-100.79367,1
-26.865944,-83.28935,1
-38.446857,-82.92614,2
-22.525425,-90.02635,2
-28.342676,-85.74732,2
-46.95647,-56.166412,2
-27.156445,-88.1038,1
-0.15910585,-10.907833,1
-15.378798,-115.86076,2
-26.20899,-81.05201,1
-27.18687,-82.87117,1
-16.274042,-115.52812,1
-1.3306639,-10.334055,1
-17.040316,-115.99089,2
-39.044388,-83.55832,2
-17.500957,-116.83248,1
-8.668621,-81.26279,1
-33.23841,-76.04193,2
-47.00131,-56.4175,2
-17.669176,-116.859,1
-77.4741,-45.765903,2
-38.47363,-82.64585,2
-54.182053,-67.22325,2
-47.292908,-30.705004,2
-32.889187,15.813004,2
-63.82449,-64.41471,2
-16.58678,-117.51222,2
-46.52409,-74.08686,2
-19.537855,-115.43549,2
-16.600008,-117.86111,2
-46.202263,-73.65417,2
-38.3881,-82.96377,2
-38.520214,-82.870346,2
43.541664,-65.78221,1
54.74202,-50.946865,1
15.140549,-70.741844,1
16.44757,-72.72763,1
-17.753502,-116.87208,1
-17.716085,-116.89864,1
70.53982,-56.37515,1
16.186169,-49.009705,1
-46.541794,-74.07958,2
-38.878365,-83.1037,2
-17.227787,-116.261246,1
-27.03975,-83.76767,1
-21.149805,-90.17023,1
-20.669527,-113.49913,2
-17.656591,-79.58023,2
-47.45823,-52.10225,2
-4.6276875,-77.10241,2
-83.46032,-28.875706,2
-108.05517,-12.500381,2
-71.79359,-60.610893,2
56.515007,48.6256,1
-58.815506,32.498997,2
-35.834038,19.495749,2
34.827526,15.901173,1
-3.8397346,43.653996,1
-4.176902,44.853104,2
-48.796516,38.88986,2
14.199126,18.592588,2
-34.17953,-93.37005,1
12.6403,29.614855,1
31.533834,40.117264,1
32.399853,40.63448,1
10.551171,30.33605,1
2.1946921,39.779346,1
32.193996,51.902016,1
-34.927925,-83.89467,1
-70.32936,47.506332,2
-2.4536643,4.194766,1
27.271172,54.904667,1
6.9751005,31.588854,1
29.741837,39.109604,1
20.828758,55.992092,1
-34.985493,-83.50978,1
15.143781,39.516586,1
31.37603,42.55994,1
-28.613922,-81.5751,1
-42.435333,-79.90648,2
-74.76836,-3.7922652,2
-34.142986,43.234447,2
-11.96046,43.741047,2
-3.9206598,22.19079,1
-2.1768966,-68.40591,1
-22.527262,56.637077,2
11.927907,28.047903,1
-8.269613,22.292889,1
4.722434,34.61322,1
-75.09549,-27.400806,2
-28.493235,37.402332,2
24.27211,55.647926,1
-78.073906,40.732975,2
-28.505505,37.679764,2
-9.316227,57.93783,0
20.905333,53.058735,1
-9.306297,57.907772,0
21.393476,81.028046,0
35.077484,77.592964,1
-11.627494,30.127151,1
21.167048,54.568874,1
56.25293,55.200893,1
6.2581954,50.36837,1
-15.274477,45.57027,2
-28.19107,8.1491785,1
-51.28541,2.1782334,2
31.468683,18.485874,1
-17.5428,55.00299,2
20.963326,21.729422,1
2.2490847,9.346279,1
-11.985685,52.28747,1
-33.380295,13.064871,2
-66.943344,-0.33792454,2
-24.377544,22.080315,2
-12.522209,53.404736,1
-75.20026,-4.028445,2
-14.761824,16.736052,2
40.700382,49.819626,1
40.586205,-40.364727,1
48.172436,-8.166002,1
-30.864832,-58.09248,2
-25.099503,-62.39512,2
-25.365225,-5.4784694,1
53.34124,10.895183,1
4.3771772,58.347607,1
26.756334,0.5530664,1
1.5319438,26.538961,1
35.190678,85.873695,0
2.899656,14.719946,2
-24.368689,-52.298134,2
35.06529,47.327675,1
-49.46496,-44.797966,2
-42.16228,-35.592903,2
16.07194,57.527176,1
-20.90617,32.46839,2
-38.169178,0.9621495,2
-57.032223,26.98279,2
-52.67554,3.5508406,2
-91.16337,33.58549,2
15.356914,44.529346,1
-6.1998196,40.025425,2
15.788037,11.508005,1
-53.490482,-48.53091,2
13.995111,-22.746529,1
-53.83734,-63.58973,2
-52.399117,25.089924,2
-76.40106,22.987501,2
-22.440897,-21.332361,2
-29.683199,-52.569305,2
-75.263084,1.4148474,2
-47.526184,-3.862726,2
-79.8565,35.699776,2
-68.662636,44.991573,2
-62.58028,-5.9156175,2
-78.344635,12.016636,2
-52.433006,-2.186222,2
-64.7683,19.26945,2
8.499021,-18.283724,1
48.891556,-17.348576,1
-77.63119,-27.393751,2
-8.407641,37.661915,1
21.78434,26.768946,1
-20.441694,-73.5397,2
-50.222736,-58.642227,2
-4.2273583,44.942474,2
-75.40966,-78.07544,2
-77.655464,-66.58226,2
-26.902702,-56.291092,2
37.663082,11.832573,1
87.489044,49.013023,1
-34.028053,-6.830639,2
3.8513367,-18.421156,2
-58.09796,33.45875,2
-21.434278,-94.99119,2
-98.74901,-7.3693137,2
-48.197758,-5.771244,2
-73.26249,13.568732,2
-62.302757,-12.812382,2
-82.34689,13.411963,2
-37.218983,20.584406,2
-64.74694,47.231144,2
-82.04045,-77.98234,2
-70.95159,20.112955,2
50.356693,14.949531,1
-62.34116,30.336668,2
65.32252,46.855167,1
-22.03255,-61.828537,2
-76.923965,-57.868793,2
-28.16718,7.995584,2
-86.59425,8.43194,2
8.8199005,-15.303084,1
-93.2655,-2.508524,2
-78.36167,21.453478,2
-13.552032,-47.521523,1
-20.776745,-88.995255,2
-73.20365,-92.29355,2
-83.503685,-75.69405,2
-52.39828,25.087782,2
-76.402275,22.987892,2
-98.75005,-7.3695283,2
-21.434278,-94.99119,2
-70.24868,45.28673,2
-48.801567,37.9837,2
65.32266,46.856617,1
-56.277225,-83.08226,2
-57.91825,1.8132051,2
61.33462,37.6723,1
-51.78502,-56.673695,2
-84.616844,10.975102,2
-51.937565,37.655,2
-47.29527,29.495386,2
-61.909084,1.5270674,2
-58.488842,-55.07366,2
-34.826096,-49.98437,2
-51.429565,26.388515,2
-71.418175,-50.165493,2
-76.797066,-86.78074,2
21.661396,13.152231,1
-24.981043,-81.80525,1
-97.20628,22.80624,2
-79.85632,35.699997,2
23.917242,11.10437,1
15.4251375,14.982964,1
80.717804,-28.732796,1
16.713724,-20.472364,1
-68.662636,44.991573,2
-82.32183,-52.08213,2
17.032608,-42.847183,1
22.700682,-0.17802176,1
-26.505995,-72.50994,2
-46.037968,0.93915534,2
5.199073,-19.299541,1
44.93903,-6.50727,1
20.873634,7.562885,1
11.930292,40.569584,1
9.380715,47.604076,1
-16.951847,-14.662846,2
-23.353344,-57.372894,2
45.74374,-45.362995,1
4.0990376,-20.238295,1
29.747545,7.942484,1
41.931408,-50.45658,1
63.507236,53.866863,1
32.40419,46.142307,1
29.095625,-19.305368,1
54.72792,-57.421883,1
-23.284595,-67.88419,2
14.1391325,-39.951107,1
47.75765,1.1761014,1
81.44791,-28.792398,1
95.855125,39.6308,1
-95.94223,-7.8291254,2
20.710728,18.80815,1
-53.189854,3.32994,2
-53.49255,-48.531296,2
13.99537,-22.746271,1
-52.398376,25.089624,2
-76.402275,22.987892,2
-53.84293,-63.595177,2
-60.034927,-85.391235,2
-0.9299561,11.780104,1
-38.04965,27.982206,2
15.778133,11.531479,1
-51.67488,-21.751589,2
-49.100063,51.169067,2
-33.570545,32.653202,2
31.194897,54.127945,1
-23.923334,10.849976,2
29.43878,57.240356,1
37.556297,48.47057,1
-18.435877,-28.600878,2
-39.482296,-94.47601,1
-41.93555,-92.212105,1
20.886461,61.735397,1
27.850296,42.42767,1
-34.491234,40.755928,2
6.335173,36.42434,1
11.926953,50.314827,1
-51.02158,4.5976686,2
-14.898438,30.880798,1
-12.403564,47.917225,1
-15.480092,31.244543,1
-19.627193,36.477074,1
26.516973,51.352436,1
25.295149,57.216625,1
30.493488,47.20686,1
29.45579,51.85248,1
-28.710161,31.539661,1
48.842422,60.29097,1
-24.644062,9.425207,1
-40.607574,2.573437,2
-24.518652,15.052692,1
-2.3507264,3.9012132,1
-32.031643,10.764819,2
-16.255959,28.115088,2
99.79761,33.494453,1
85.34688,5.265479,1
85.020256,9.026408,1
-58.913116,-92.54658,2
-58.913292,-92.543976,2
-59.735485,45.378204,2
-90.19493,33.4653,2
-64.69087,60.81555,0
-67.574814,46.626938,2
-92.12663,15.477901,2
-63.76129,66.173935,0
-101.577034,24.869965,2
-66.552185,61.56517,2
-68.65624,-86.77289,2
-64.78797,60.61117,2
-96.12275,28.207838,2
41.953545,27.404585,1
15.906974,29.408869,1
-66.52707,6.707447,2
13.902222,29.235826,1
36.174545,28.267092,1
31.396292,47.958393,1
-49.65602,-0.51248085,2
-45.948746,-31.559017,2
22.797953,25.91102,1
-12.620024,27.057703,1
-30.52646,32.85416,2
-30.52646,32.85416,2
-42.663193,40.420143,2
-80.37316,-6.704746,2
-26.674164,18.887276,2
20.902115,40.552254,1
18.029968,25.562315,1
65.170815,61.809875,1
28.111383,22.786465,1
-42.24938,18.446579,2
-9.695381,31.95431,1
-42.932865,14.297349,2
26.790771,59.653713,1
-38.01462,29.315577,2
-17.89926,40.591545,1
-49.72264,-2.855031,2
-78.07904,-9.883857,2
-81.21141,-22.289791,2
-91.180786,33.83364,2
-75.73218,17.716412,2
-75.10764,-11.451878,2
-105.04913,21.992863,2
10.57235,54.1639,1
-106.11609,-7.033456,2
-99.011955,14.554942,2
-22.586363,1.1900989,2
-96.900795,8.7208,2
-62.081436,-8.802887,2
-106.46893,-8.66497,2
-96.18057,-21.12592,2
-84.792885,30.146864,2
-3.9425266,42.32255,2
-21.441793,7.949113,1
-96.00529,11.159953,2
-48.632984,5.86308,2
-99.274086,26.851816,2
-61.490135,1.482309,2
-80.110634,-5.5895553,2
-110.07945,24.06772,2
-78.68848,-8.347752,2
-98.04945,23.929398,2
-51.387047,37.510704,2
-108.12339,14.920531,2
-81.73931,35.895645,2
-67.14974,1.7580227,2
-107.761,23.124313,2
-109.68807,22.84299,2
-71.03644,46.611713,2
-110.55437,23.13818,2
-102.137886,-17.055487,2
-110.82986,23.132957,2
-75.696106,43.235203,2
-4.2293615,-32.712177,1
-104.75283,13.421483,2
-56.290836,31.803719,2
-104.98187,-10.062199,2
-83.39147,-11.397045,2
-52.034794,37.69791,2
-93.38087,18.040333,2
-75.63244,41.495354,2
-88.88283,31.980291,2
-86.93924,36.054787,2
-87.16756,35.45087,2
-96.96245,19.504757,2
-94.413475,-15.596353,2
-104.98768,-10.061571,2
-103.34456,5.3041625,2
-91.35061,33.615757,2
-107.981026,22.089128,2
-89.24627,-16.421043,2
-107.52744,23.176107,2
-107.193344,14.26701,2
-77.79144,-11.935078,2
-85.66839,-9.592435,2
-80.56886,39.72494,2
-48.525616,0.13088307,2
-98.01722,39.869606,2
-99.01296,14.555216,2
-84.792885,30.146864,2
-75.6953,43.23497,2
-107.31763,15.837578,2
-62.082054,-8.802814,2
-22.292297,17.959183,2
-107.31763,15.837578,2
-110.33101,22.284353,2
-105.19257,19.365286,2
-98.01722,39.869606,2
-36.070583,9.460507,2
-105.4283,13.182349,2
-111.43421,22.585999,2
-87.35546,40.295414,2
-87.476715,39.172615,2
-93.87398,29.801094,2
-110.93625,22.081697,2
-98.89527,-11.346769,2
-87.35413,39.45958,2
-108.064644,24.681557,2
-75.89297,41.67851,2
-107.80969,25.428234,2
-87.58797,35.180813,2
22.2287,13.834745,2
-89.530396,38.31848,2
-90.001755,38.22512,2
-89.839554,38.49312,2
-48.57698,28.025585,2
-111.19746,22.594034,2
-100.12219,27.366364,2
-104.97514,-7.31815,2
-100.21563,2.1660857,2
-111.36247,23.564878,2
-106.47639,15.8147135,2
-73.879524,46.279877,2
-99.82354,28.048517,2
-99.13822,-11.368789,2
-109.70984,23.870998,2
-107.54624,14.339664,2
-87.72912,39.052307,2
-100.407005,27.726542,2
-103.02531,-16.699337,2
-78.68346,41.653793,2
-88.06504,38.875046,2
-17.721104,15.901905,2
-67.14743,1.7578036,2
-48.57698,28.025585,2
-48.632984,5.86308,2
-104.75371,13.421532,2
-104.985756,-10.061778,2
-37.274204,23.136013,2
10.295151,51.526768,1
26.397419,52.99966,1
35.783146,71.56016,1
30.466993,42.24259,1
-12.313265,52.70765,1
35.983665,73.303085,1
-36.199833,9.515867,2
-10.326266,38.674484,1
-13.420991,18.656698,1
19.31995,-5.159799,1
-0.37623057,44.712997,1
-45.81076,25.848436,2
-69.21512,7.4157553,2
-70.86802,-12.318802,2
-0.17938447,39.178574,1
11.847239,36.80783,1
15.251165,10.883652,1
-82.06894,-8.76299,2
-95.56961,-23.999012,2
-90.18557,-30.615927,2
-92.06981,-8.750704,2
-97.29163,-5.660879,2
-67.11629,-23.029203,2
-79.312645,1.7410045,2
-101.99855,-11.758313,2
-89.905975,4.0643597,2
-33.832176,27.996325,2
-103.769165,5.609919,2
-22.869848,49.876106,2
-2.8885517,20.808153,2
-34.926537,16.344574,2
-58.33255,-6.6614532,2
-32.115685,14.145586,2
-47.513187,24.32803,2
-85.13122,-8.864922,2
-45.887726,-53.067238,2
-71.038246,-79.22873,2
-28.294243,-76.91346,1
-101.74548,-21.010763,2
-23.42867,37.00637,2
-38.62383,36.924496,2
-74.56714,-69.17875,2
-77.61423,-57.226234,2
-58.59868,19.435987,2
-20.99292,26.531183,2
-70.15083,-75.67467,2
-97.13529,3.120459,2
-42.678257,27.651405,2
-98.617714,-3.584525,2
-74.64629,-75.75744,2
-54.8251,-61.59118,2
-32.767715,-85.094574,1
-63.416077,-77.54051,2
-30.46532,-71.80464,1
-33.60852,-91.57971,2
-69.6779,-80.25224,2
34.125248,19.637074,1
-11.665816,32.66531,1
